ID,Priority_Tier,Final_Score,High_Urgency_Flag,Lead_Score,Enhanced_Score,Intent_Signal,Freshness_Score,Size_Score,Proximity_Score,State,Proposal No.,Project Name,Project Proponent,Location,Sector,Category,Proposal Status,Recommended_Products,Submission_Year,Other Details,Project_Description,Officer_Name,Officer_Phone,Officer_Email,Officer_Address,Officer_Role,Officer_Distance_KM
336,Tier 2 - High Priority,56.9,False,87,44.0,0.3,0.3333333333333333,0.6,1.0,West Bengal,SIA/WB/INFRA2/565907/2026,"ENVIRONMENTAL CLEARANCE FOR PROPOSED RESEDENTIAL COMPLEX AND ROW HOUSING BY M/s. DTC PROJECTS Pvt. Ltd. at DAG NO. 833 AND 884 AT MOUZA - KAMDUNI (188), UNDER KIRTIPUR-II GRAM PANCHAYAT, P.O - KAMDUNI, DISTRICT- NORTH 24 PARGANAS, PIN - 700135, WEST BENGAL.",DTC PROJECTS PRIVATE LIMITED,WEST BENGAL,INFRA-2,B1,Proposal Accepted and Referred to SEAC,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 19/01/2026,It is an Residential Building Project,Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
337,Tier 2 - High Priority,56.9,False,80,47.0,0.3,0.7,0.4,0.6,Maharashtra,SIA/MH/MIN/567338/2026,"Transfer of Environmental Clearance of Chinchtakli Sand Ghat, Parbhani from Vandana Maske to Durgesh Shantaram Patil",durgesh shantaram patil,MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 30/01/2026,"Application for Transfer of EC for Chinchtakli Sand Ghat located at Gut No. 40 to 43, 50 to 52, 45, 46, 49, Village - Chinchtakli, Taluka - Gangakhed, District - Parbhani from Vandana Maske to Durgesh Shantaram Patil",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
338,Tier 2 - High Priority,56.8,False,82,46.0,0.7,0.0,0.4,1.0,Haryana,SIA/HR/INFRA2/564673/2026,"Proposed Expansion of Existing Industrial Building of M/s Mitsuba India Pvt. Ltd. in Village Pathredi & Bilaspur, Dist. Gurgaon, Haryana",Mitsuba India private limited,HARYANA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 08/01/2026,"The proposed project is expansion of Existing Industrial Building of M/S Mitsuba India Pvt. Ltd. Situated in Revenue Estate of Village Pathredi & Bilaspur, (Tauru & Bilaspur Road), Dist.- Gurgaon, Haryana. Total plot area of the premises including existing area is 144,513.87 sqm. At present, the project site has 15 existing blocks [industrial sheds] with a total existing built-up area of 22,860.05 sqm. Since the built-up area remained below 1,50,000 sqm, the project did not attract the provision",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
339,Tier 2 - High Priority,56.8,False,75,49.0,0.3,0.6333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/566994/2026,Rampuriya Stone(Gitti & M Sand) Quarry,GOPAL CHOUDHARY,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 28/01/2026,"It is a Stone Quarry with a production capacity of Stone(Gitti) 15,000 m3/year and M-Sand 40,000 m3/year having a lease area of 4.00 hectare at Khasra No. 375/6 (Govt. land) Village - Rampuriya, Tehsil- Ratlam, District- Ratlam (M.P.)",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
340,Tier 2 - High Priority,56.8,False,75,49.0,0.3,0.5,0.6,1.0,Madhya Pradesh,SIA/MP/MIN/566710/2026,Rampura Chakaldi stone Quarry,RAHUL MALVIYA,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 24/01/2026,"This is a crusher Stone quarry. Its Comes Under B1 Category. We are using open cast semi mechanized mining method of production and its annual production is 18000 Cub meter, KHASRA-54/1/1, VILLAGE - Rampura Chakaldi, TAHSIL-Rehti, DISTRICT - Sehore, MADHYA PRADESH",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
341,Tier 2 - High Priority,56.8,False,75,49.0,0.3,0.4666666666666667,0.8,0.7,Madhya Pradesh,SIA/MP/RIV/566181/2026,Bahoriband Micro Lift Irrigation Project,GENDRAJ SINGH,MADHYA PRADESH,River,B1,Under Verification,"Diesel, Lubricants",2026,Category: B1 Sector: River Valley and Hydroelectric Projects Date of Submission: 23/01/2026,"To provide the micro lift irrigation facilities for the area GCA 74689 Ha. and its Net CCA is 46716 Ha. of Bahoriband micro lift irrigation project. The villages which will be benefited are 183 Nos. of Tehsil Bahoriband, Sleemanabad, Rithi & Katni District Katni. The purpose of Bahoriband Micro Lift Irrigation is increased to production of crops and irrigation area.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
342,Tier 2 - High Priority,56.8,False,75,49.0,0.3,0.6333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/564844/2026,"Sakari, Khursipur, Arandiya Sand Quarry_21.00 ha",JITENDRA CHANDEL,MADHYA PRADESH,Non-Coal,B1,Standard ToR Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 28/01/2026,"Sand Quarry on Hirri River, Located at Survey No. 671, 01, 507, Sakari, Khursipur, Arandiya Village, Keolari Tehsil, Seoni District, Madhya Pradesh. Total lease area is 21.00 ha.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
343,Tier 2 - High Priority,56.8,False,68,52.0,0.3,0.6,0.6,1.0,Maharashtra,SIA/MH/IND3/566685/2026,"Proposed Manufacturing Unit of Pharma Intermediates & Synthetic Organic Hormone Chemicals located at Plot No. A 21, Indapur Industrial Area (MIDC) Village Loni, Taluka Indapur, District Pune, Maharashtra",Aviraj Chemical Private Limited,MAHARASHTRA,Industrial,B1,Standard ToR Granted,"Furnace Oil, Diesel, Lubricants",2026,Category: B1 Sector: Industrial Projects - 3 Date of Submission: 27/01/2026,"M/s. Aviraj Chemical Pvt. Ltd. proposes a new project for Proposed Manufacturing Unit of “Pharma Intermediates & Synthetic Organic Hormone Chemicals” located at Plot No. A 21, Indapur Industrial Area (MIDC) Village Loni, Taluka Indapur, District Pune, Maharashtra by M/s. Aviraj Chemical Pvt. Ltd. land admeasuring 5000 sq.m. The proposed total production capacity will be 4050 Kg/M.",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
344,Tier 2 - High Priority,56.8,False,82,46.0,0.7,0.0,0.4,1.0,Haryana,SIA/HR/INFRA2/564161/2026,Expansion of Resort Complex by M/s Enkotel Hotels,ENKOTEL HOTELS,HARYANA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 06/01/2026,"The project has already been granted Environmental Clearance 365/SEIAA(H)/2011-IA.III dated 21.06.2011 by MoEF&CC. Extension in validity of Environmental Clearance was granted vide Letter No. SEIAA/HR/2018/1023 dated 16.08.2018 by SEIAA, Haryana with plot area 20,309.75 sqm and total built-up area of 59,257.2 sqm. Now, Expansion is proposed. After Expansion plot area will remain the same i.e. 20,309.75 sqm and Built-up area will increase from 59,257.2 sqm to 60,183.19 sqm",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
345,Tier 2 - High Priority,56.8,False,75,49.0,0.3,0.6333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/566900/2026,Potla Stone quarry (T.P.),MKC INFRASTRUCTURE LIMITED,MADHYA PRADESH,Non-Coal,B2,EDS raised,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 28/01/2026,"Potla Stone quarry (T.P.), is situated at Village: Potla, Tehsil: Gyaraspur, District: Vidisha and State: Madhya Pradesh over an area of 2.278 Ha. Quarry Lease Sanctioned to M/s MKC Infrastructure Limited by Office of the Collector (Mining Branch), District - Vidisha, M.P., with A Vide letter no. Kr./2254-55/Khanij/2025, District- Vidisha, dated 14.11.2025, for 2 years.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
346,Tier 2 - High Priority,56.7,False,77,48.0,0.3,0.6,0.4,1.0,Maharashtra,SIA/MH/INFRA2/566874/2026,Residential cum Commercial Project by RM Group Promoters and Builders,RM GROUP PROMOTERS AND BUILDERS,MAHARASHTRA,INFRA-2,B2,Proposal Accepted and Referred to SEAC,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 27/01/2026,Two Residential Wings with Commercial shops & Services,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
347,Tier 2 - High Priority,56.6,False,72,50.0,0.7,0.0,0.6,1.0,Maharashtra,SIA/MH/INFRA2/561584/2026,"Proposed Expansion of Industrial Shed Construction at Plot No. A-5, MIDC Ranjangaon, Taluka. Shirur, District. Pune, Maharashtra. by M/s. LG Electronics India Ltd",lg ELECTRONICS INDIA LIMITED,MAHARASHTRA,INFRA-2,B1,Pending at MS SEIAA,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 02/01/2026,Expansion in industrial shed,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
348,Tier 2 - High Priority,56.6,False,72,50.0,0.7,0.0,0.6,1.0,Maharashtra,SIA/MH/INFRA2/563648/2026,"Expansion in Proposed Industrial Shed Construction Project at Plot No-A1 Waluj MIDC, gut no 365, 366, 367, 368 Waluj, Gut no 25 & 26 Naigaon Chh. Sambhajinagar, (Aurangabad) Maharashtra – 431136 by M/s. Bajaj Auto Limited.",Bajaj Auto Limited,MAHARASHTRA,INFRA-2,B1,Standard ToR Granted,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 01/01/2026,"Expansion in Proposed Industrial Shed Construction Project at Plot No-A1 Waluj MIDC, Gut No. 365, 366, 367, 368 Waluj, Gut No. 25 & 26 Naigaon Chh. Sambhajinagar, (Aurangabad) Maharashtra – 431136 by M/s. Bajaj Auto Limited. Total Built-up Area - 677,751.48 Sq. mt.",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
349,Tier 2 - High Priority,56.5,False,95,40.0,0.3,0.3333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/527379/2026,The Dhureri Stone Quarry,UMA DUBEY,MADHYA PRADESH,Non-Coal,B1,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 19/01/2026,"“The Dhureri Stone Quarry”, having area: 3.00 ha. located at Khasra No: 51/1/1/1 near Village- (129) Dhureri, Tehsil-Depalpur, District-Indore, State-Madhya Pradesh.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
350,Tier 2 - High Priority,56.5,False,95,40.0,0.3,0.3333333333333333,0.4,1.0,Uttar Pradesh,SIA/UP/MIN/565125/2026,"“Building Stone or Granite Khanda, Boulder, Ballast (Gitty) Mining Project",SHUBHAM DWIVEDI,UTTAR PRADESH,Non-Coal,B1,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 19/01/2026,"Building Stone or Granite Khanda, Boulder, Ballast (Gitty) Mining Project at Arazi No. 122, Khand No - 02, Village: Chitaiyan, Tehsil: Sadar, District: Mahoba, State: Uttar Pradesh , Lease Area: 0.809 Ha",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
351,Tier 2 - High Priority,56.5,False,95,40.0,0.3,0.3333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/566020/2026,Bilaua Stone Quarry,TEJWANT JAIN,MADHYA PRADESH,Non-Coal,B1,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 19/01/2026,"It is a stone quarry with the production capacity of 50000 cubic meter per year Gitti having a lease area of 2.00 hectares , previously EC was issued by DEIAA Gwalior at Khasra No. 3717/2 Village Bilaua, Tehsil Dabra, District Gwalior (M.P.). Now we are applying for fresh EC in MP-SEIAA as per the Honourable NGT OA 142 of 2022 dtd 07-12-2022.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
352,Tier 2 - High Priority,56.4,False,83,45.0,0.3,0.5,0.4,1.0,West Bengal,SIA/WB/IND3/564961/2026,"Setting up manufacturing unit of 10200 TPA of Urea-Formaldehyde Resin, 4200 TPA of Alkyd Resin, 10200 TPA of Phenol- Formaldehyde Resin",HINDCON SPECIALITY CHEMICALS LLP,WEST BENGAL,Industrial,B1,Proposal Accepted and Referred to SEAC,"Furnace Oil, Diesel, Lubricants",2026,Category: B1 Sector: Industrial Projects - 3 Date of Submission: 24/01/2026,"Setting up manufacturing unit of 10200 TPA of Urea-Formaldehyde Resin, 4200 TPA of Alkyd Resin, 10200 TPA of Phenol- Formaldehyde Resin",Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
353,Tier 2 - High Priority,56.4,False,90,42.0,0.3,0.2666666666666667,0.6,1.0,Uttar Pradesh,SIA/UP/INFRA2/565802/2026,"Proposed Residential Project at Plot no.- GH-12, Sector -01, Greater Noida, Gautam Buddha Nagar, Uttar Pradesh by Atlaspur Construction & Developers Private Limited.",ATLASPUR CONSTRUCTION & DEVELOPERS PRIVATE LIMITED,UTTAR PRADESH,INFRA-2,B1,Under Examination,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 17/01/2026,"This a new residential project proposed at Plot no.- GH-12, Sector -01, Greater Noida in Greater Noida. Total plot area of the project is 47,604.68 sq.m. & proposed Built Up Area is 3,79,434.33 sq.m.",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
354,Tier 2 - High Priority,56.4,False,83,45.0,0.3,0.5,0.4,1.0,West Bengal,SIA/WB/IND3/566337/2026,"M/s. Shyam Chemicals have proposed for setting up manufacturing unit of Synthetic Resin viz. 1800 TPA of Urea-Formaldehyde Resin, 864 TPA of Film Face Resin, 2772 TPA of Melamine Urea Formaldehyde Resin and 1872 TPA of Phenol-Formaldehyde Resin",NARAYAN CHANDAK,WEST BENGAL,Industrial,B1,Proposal Accepted and Referred to SEAC,"Furnace Oil, Diesel, Lubricants",2026,Category: B1 Sector: Industrial Projects - 3 Date of Submission: 24/01/2026,"M/s. Shyam Chemicals have proposed for setting up manufacturing unit of Synthetic Resin viz. 1800 TPA of Urea-Formaldehyde Resin, 864 TPA of Film Face Resin, 2772 TPA of Melamine Urea Formaldehyde Resin and 1872 TPA of Phenol-Formaldehyde Resin",Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
355,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566703/2026,Environmental clearance for proposed river bed sand mining having leases area 3.50 Ha. Shivni B.1 sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 3.50 Ha. Shivni B.1 sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
356,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566747/2026,Environmental clearance for proposed river bed sand mining having leases area 2.40 Ha. Amgaon sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.40 Ha. Amgaon sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
357,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566722/2026,Environmental clearance for proposed river bed sand mining having leases area 4.83 Ha. Kaneri - 1 sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 4.83 Ha. Kaneri - 1 sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
358,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566789/2026,Environmental clearance for proposed river bed sand mining having leases area 2.10 Ha. Reguntha Mal sand ghat on Pranhita river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.10 Ha. Reguntha Mal sand ghat on Pranhita river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
359,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566815/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Mukdigutta Rai-2 sand ghat on Godavari river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Mukdigutta Rai-2 sand ghat on Godavari river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
360,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566700/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Bandona sand ghat on Tipagadi river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Bandona sand ghat on Tipagadi river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
361,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566702/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Moushi sand ghat on Sati River.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Ordinary Sand,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
362,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566808/2026,Environmental clearance for proposed river bed sand mining having leases area 2.5 Ha. Chintarevala Ghat-2 sand ghat on Godavari river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.5 Ha. Chintarevala Ghat-2 sand ghat on Godavari river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
363,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566726/2026,Environmental clearance for proposed river bed sand mining having leases area 2.50 Ha. Shivni B.2 sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.50 Ha. Shivni B.2 sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
364,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566727/2026,Environmental clearance for proposed river bed sand mining having leases area 1.05 Ha. Pendhari sand ghat on Bandia river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.05 Ha. Pendhari sand ghat on Bandia river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
365,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566643/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Saytola sand ghat on Sati River,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Saytola sand ghat on Sati River,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
366,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566773/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Ram Mandir Ghat sand ghat on Kathani river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Ram Mandir Ghat sand ghat on Kathani river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
367,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566767/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Chop sand ghat on Gadhvi river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Chop sand ghat on Gadhvi river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
368,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566682/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Rampur Chak sand ghat on Gadhvi river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Rampur Chak sand ghat on Gadhvi river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
